epoch,HR@10,NDCG@10,loss,run
34,0.6522,0.3867,0.2017,8
35,0.6448,0.385,0.2014,8
36,0.6437,0.3837,0.2013,8
37,0.6469,0.3849,0.2006,8
38,0.6437,0.3833,0.2003,8
39,0.6532,0.389,0.1997,8
40,0.6522,0.3883,0.2003,8
41,0.6458,0.3859,0.1991,8
42,0.6543,0.3826,0.2,8
43,0.6448,0.384,0.1991,8
44,0.6501,0.3856,0.2003,8
45,0.6405,0.3862,0.1987,8
46,0.6448,0.3863,0.1981,8
47,0.6384,0.3839,0.1984,8
48,0.6448,0.3803,0.1983,8
49,0.6405,0.3825,0.1986,8
50,0.6384,0.3811,0.199,8
0,0.1103,0.0527,,9
1,0.3871,0.2147,0.4504,9
2,0.4952,0.2891,0.3272,9
3,0.5557,0.3129,0.2983,9
4,0.5673,0.3225,0.2858,9
5,0.6055,0.3439,0.2728,9
6,0.6182,0.3537,0.2598,9
7,0.6235,0.3622,0.2502,9
8,0.6363,0.3667,0.2416,9
9,0.6384,0.3702,0.2345,9
10,0.6522,0.3763,0.2284,9
11,0.6522,0.3822,0.224,9
12,0.6575,0.3846,0.2202,9
13,0.6607,0.3923,0.2167,9
14,0.6649,0.3932,0.2146,9
15,0.6617,0.3882,0.2123,9
16,0.6744,0.3931,0.2101,9
17,0.6607,0.3945,0.209,9
18,0.6543,0.3897,0.2089,9
19,0.6702,0.3967,0.207,9
20,0.666,0.3921,0.2064,9
21,0.6649,0.3972,0.2057,9
22,0.6638,0.3903,0.2048,9
23,0.6723,0.3964,0.2026,9
24,0.6596,0.3966,0.2037,9
25,0.667,0.3995,0.2032,9
26,0.6564,0.3927,0.2028,9
27,0.6681,0.3954,0.2026,9
28,0.6564,0.3934,0.2021,9
29,0.6681,0.3935,0.2005,9
30,0.6734,0.4031,0.2005,9
31,0.6638,0.3972,0.2001,9
32,0.6649,0.4012,0.2002,9
33,0.6681,0.3988,0.1994,9
34,0.6702,0.3971,0.1994,9
35,0.667,0.3916,0.1998,9
36,0.6691,0.3919,0.1987,9
37,0.6744,0.3987,0.1988,9
38,0.6607,0.3961,0.1991,9
39,0.6628,0.3947,0.1981,9
40,0.6691,0.3969,0.1977,9
41,0.6681,0.3941,0.1984,9
42,0.667,0.3858,0.1974,9
43,0.6691,0.3907,0.1981,9
44,0.6681,0.3902,0.1974,9
45,0.667,0.3899,0.1976,9
46,0.6564,0.39,0.1973,9
47,0.6607,0.3891,0.1975,9
48,0.6681,0.3917,0.1963,9
49,0.6554,0.3878,0.1963,9
50,0.6564,0.3893,0.196,9
0,0.1103,0.0483,,10
1,0.4231,0.2324,0.4521,10
2,0.5005,0.2829,0.3293,10
3,0.5408,0.3039,0.3059,10
4,0.5663,0.3181,0.2885,10
5,0.5875,0.3285,0.2766,10
6,0.6034,0.3423,0.2661,10
7,0.6278,0.3514,0.2555,10
8,0.6405,0.362,0.2457,10
9,0.6522,0.3732,0.2379,10
10,0.666,0.3821,0.2317,10
11,0.6554,0.3799,0.227,10
12,0.6564,0.3827,0.2228,10
13,0.6628,0.3867,0.2198,10
14,0.6628,0.3893,0.2171,10
15,0.6575,0.3841,0.2143,10
16,0.6607,0.3855,0.213,10
17,0.6723,0.39,0.2116,10
18,0.6638,0.3895,0.2098,10
19,0.6808,0.3962,0.2089,10
20,0.6755,0.393,0.2071,10
21,0.6702,0.3961,0.2073,10
22,0.6628,0.3873,0.2062,10
23,0.6596,0.3882,0.2049,10
24,0.6649,0.3858,0.2048,10
25,0.6638,0.387,0.2042,10
26,0.6713,0.3898,0.2038,10
27,0.6575,0.3864,0.2036,10
28,0.6691,0.3889,0.2029,10
29,0.649,0.3849,0.2024,10
30,0.6511,0.384,0.2017,10
31,0.666,0.3889,0.201,10
32,0.6522,0.3878,0.2007,10
33,0.6511,0.3805,0.2006,10
34,0.6501,0.383,0.1999,10
35,0.6564,0.3863,0.2,10
36,0.6532,0.3867,0.2,10
37,0.6596,0.3891,0.1997,10
38,0.667,0.3885,0.1997,10
39,0.6554,0.3875,0.1987,10
40,0.6617,0.3866,0.1985,10
41,0.6511,0.3863,0.1985,10
42,0.6596,0.3902,0.1983,10
43,0.6564,0.3871,0.198,10
44,0.6554,0.384,0.1986,10
45,0.6479,0.3843,0.1977,10
46,0.6575,0.3899,0.1978,10
47,0.6543,0.3891,0.1982,10
48,0.6543,0.385,0.1977,10
49,0.6532,0.3919,0.1976,10
50,0.6543,0.3895,0.1974,10
