epoch,HR_mean,HR_std,NDCG_mean,NDCG_std,Loss_mean,Loss_std
0,0.05737,0.03419148854450313,0.03143,0.014882954455797187,,
1,0.3317,0.12631319100641158,0.21709,0.055667913159696894,0.36824,0.001736023553347639
2,0.39725,0.14823076791123885,0.25947,0.0631810810290549,0.29840999999999995,0.003171907943178696
3,0.41918999999999995,0.15201009067383212,0.27497,0.06445613581688281,0.27347,0.002600021367433566
4,0.43669,0.1585911756687616,0.28681,0.06725291319588567,0.25966,0.0019721392783810477
5,0.44963,0.158347031337292,0.29574,0.06540944885870849,0.24967999999999999,0.0016416793569729502
6,0.45769000000000004,0.16150427204532047,0.30385,0.06904911697882571,0.24164,0.0012112436217008992
7,0.46149000000000007,0.1643972522749561,0.30733,0.06994542396278211,0.23505000000000004,0.0017392527130926075
8,0.46351000000000003,0.15984018024959248,0.30772,0.06881882494395461,0.22925,0.0016820952542720188
9,0.46798,0.1663998116986114,0.31113,0.0723408759508297,0.22399,0.00209891506365657
10,0.46757,0.16131506129311052,0.31329999999999997,0.0697704808640445,0.21917,0.0021197746211435845
