epoch,HR@10,NDCG@10,loss,run
19,0.6161,0.3537,0.2592,8
20,0.632,0.3589,0.2581,8
21,0.6299,0.3589,0.2565,8
22,0.631,0.358,0.2555,8
23,0.6214,0.35,0.253,8
24,0.6299,0.3575,0.2519,8
25,0.6257,0.3522,0.2513,8
26,0.6267,0.3561,0.2492,8
27,0.6373,0.3558,0.2486,8
28,0.631,0.3579,0.2473,8
29,0.6416,0.3621,0.2466,8
30,0.6384,0.3622,0.2453,8
31,0.6352,0.3617,0.2439,8
32,0.6363,0.3611,0.243,8
33,0.6299,0.3561,0.2421,8
34,0.6288,0.3632,0.241,8
35,0.6267,0.3617,0.24,8
36,0.6278,0.3624,0.2386,8
37,0.6235,0.3564,0.2385,8
38,0.6246,0.3641,0.2382,8
39,0.631,0.3637,0.2375,8
40,0.6288,0.3593,0.2369,8
41,0.632,0.3609,0.236,8
42,0.6405,0.3631,0.2351,8
43,0.632,0.3597,0.2343,8
44,0.6341,0.3606,0.2339,8
45,0.6246,0.3595,0.2338,8
46,0.6288,0.3589,0.2327,8
47,0.6299,0.3576,0.2323,8
48,0.6288,0.3592,0.232,8
49,0.6257,0.3574,0.2306,8
50,0.6278,0.3608,0.23,8
0,0.1209,0.0545,,9
1,0.3902,0.2188,0.3795,9
2,0.3955,0.2183,0.3537,9
3,0.4348,0.2495,0.3495,9
4,0.5186,0.2918,0.3349,9
5,0.5398,0.3083,0.3157,9
6,0.5504,0.3153,0.3057,9
7,0.562,0.3183,0.2953,9
8,0.5843,0.3317,0.2874,9
9,0.5875,0.3396,0.2828,9
10,0.6002,0.3449,0.2789,9
11,0.5907,0.3366,0.2764,9
12,0.6034,0.3459,0.2745,9
13,0.6066,0.3467,0.2717,9
14,0.6172,0.3496,0.2694,9
15,0.6108,0.3427,0.2685,9
16,0.6034,0.3472,0.2666,9
17,0.6172,0.3567,0.2653,9
18,0.6161,0.3567,0.2633,9
19,0.614,0.3543,0.262,9
20,0.6235,0.3549,0.2608,9
21,0.6151,0.3495,0.2592,9
22,0.6299,0.3599,0.258,9
23,0.6267,0.3571,0.2563,9
24,0.6225,0.3528,0.2557,9
25,0.6331,0.36,0.2545,9
26,0.6341,0.3603,0.2528,9
27,0.632,0.3619,0.2519,9
28,0.632,0.3609,0.2498,9
29,0.632,0.3619,0.2492,9
30,0.6267,0.3603,0.2475,9
31,0.6363,0.3605,0.2465,9
32,0.6257,0.3591,0.2458,9
33,0.6384,0.3606,0.2449,9
34,0.6288,0.3594,0.2438,9
35,0.6257,0.3576,0.2432,9
36,0.6214,0.3539,0.2428,9
37,0.6151,0.3522,0.2422,9
38,0.6299,0.3553,0.2411,9
39,0.6331,0.3539,0.2399,9
40,0.6426,0.3584,0.2387,9
41,0.6278,0.3531,0.2377,9
42,0.6214,0.354,0.2383,9
43,0.6257,0.3487,0.2364,9
44,0.614,0.3497,0.2359,9
45,0.6204,0.3481,0.2358,9
46,0.6161,0.3489,0.2343,9
47,0.6193,0.3507,0.2345,9
48,0.6278,0.347,0.2334,9
49,0.6204,0.3482,0.2324,9
50,0.6172,0.3459,0.2317,9
0,0.0976,0.0423,,10
1,0.4019,0.2202,0.3788,10
2,0.3871,0.2168,0.3525,10
3,0.4507,0.2456,0.3478,10
4,0.5164,0.2854,0.3295,10
5,0.5313,0.3,0.3118,10
6,0.562,0.316,0.3036,10
7,0.5525,0.3097,0.2969,10
8,0.5716,0.3187,0.2909,10
9,0.5822,0.3279,0.2859,10
10,0.5748,0.3271,0.2819,10
11,0.6045,0.3322,0.2778,10
12,0.6119,0.3341,0.2747,10
13,0.6098,0.3376,0.2715,10
14,0.6161,0.3389,0.269,10
15,0.6045,0.3411,0.2656,10
16,0.6087,0.3444,0.2635,10
17,0.6087,0.3479,0.2609,10
18,0.6151,0.3489,0.2583,10
19,0.6108,0.3516,0.2562,10
20,0.6182,0.3597,0.2545,10
21,0.6225,0.3545,0.2529,10
22,0.6225,0.3589,0.25,10
23,0.6129,0.3547,0.2493,10
24,0.6204,0.3596,0.247,10
25,0.6235,0.357,0.2456,10
26,0.6235,0.3618,0.2446,10
27,0.6161,0.3595,0.2434,10
28,0.6214,0.3597,0.2409,10
29,0.6246,0.3564,0.2404,10
30,0.6172,0.352,0.24,10
31,0.6257,0.3589,0.2378,10
32,0.6235,0.3587,0.2364,10
33,0.6257,0.3659,0.2362,10
34,0.631,0.3662,0.2354,10
35,0.6235,0.3648,0.2354,10
36,0.6288,0.3597,0.2336,10
37,0.6119,0.3542,0.2329,10
38,0.6278,0.3636,0.233,10
39,0.6214,0.3636,0.2312,10
40,0.6267,0.3646,0.2312,10
41,0.6267,0.3616,0.23,10
42,0.6246,0.3645,0.2295,10
43,0.6257,0.3613,0.2291,10
44,0.614,0.3571,0.2284,10
45,0.6246,0.3626,0.2281,10
46,0.6214,0.3616,0.2273,10
47,0.6278,0.3663,0.2265,10
48,0.6182,0.3619,0.2258,10
49,0.631,0.3668,0.2261,10
50,0.6246,0.3597,0.2247,10
