epoch,HR_mean,HR_std,NDCG_mean,NDCG_std,Loss_mean,Loss_std
0,0.10413000000000001,0.011846054195385064,0.047599999999999996,0.005014866786754048,,
1,0.47933000000000003,0.013692662268529079,0.27231,0.008236834613153556,0.36736,0.0018476411387977356
2,0.57063,0.007382569561699562,0.32254999999999995,0.0039719152950574285,0.29962,0.0025831935446049975
3,0.5992599999999999,0.010258568234516078,0.33896000000000004,0.006759881655768835,0.27601000000000003,0.0018549932614432846
4,0.61707,0.006676168229023449,0.35179000000000005,0.0031096444955796714,0.26168,0.0018522058920829078
5,0.63446,0.008036610673107842,0.3624300000000001,0.005041615702221748,0.25081,0.0019214866929310557
6,0.64125,0.00821506069498103,0.36765000000000003,0.004610916997252898,0.24240999999999996,0.001443337182442906
7,0.6461399999999999,0.005109511827083992,0.37271,0.004612892560831845,0.23546,0.0018939670301013956
8,0.6545300000000002,0.007649553363868175,0.37739,0.002329735321161329,0.22929,0.0018681244307831603
9,0.65409,0.006786006844152774,0.37914000000000003,0.00423745206462562,0.22420999999999996,0.0021870578918314434
10,0.6539699999999999,0.008260488282581522,0.38038999999999995,0.00614517877870304,0.21938,0.0023408450515904696
11,0.65377,0.006545235756724963,0.38032,0.0043971708075888054,0.21503,0.002370677352806812
12,0.64963,0.007903311542216535,0.37818,0.0062044428525945255,0.21068999999999996,0.0024821361767638733
13,0.6481399999999999,0.011017077652444857,0.37753,0.006586020548606468,0.20698,0.002598204508245388
14,0.6516499999999998,0.005633481260385181,0.37886,0.006335648699576425,0.20332000000000003,0.0026582366753587347
15,0.64847,0.00794341796010313,0.37772,0.0060151290740746025,0.19961,0.002664770158944291
16,0.64985,0.009596208742113838,0.37825,0.009408063917016426,0.19626000000000002,0.002532543736597214
17,0.64529,0.008367722376954087,0.37435999999999997,0.006744248578521478,0.19322999999999999,0.00251309901648675
18,0.6503800000000001,0.008399179854141809,0.37366,0.0052038874357968655,0.19053,0.002633565390619085
19,0.64602,0.005347024094453562,0.37431000000000003,0.0061459019770177875,0.18744,0.0024806809101087126
20,0.6441099999999998,0.0072751403193798865,0.3741,0.004194440765266988,0.18485000000000001,0.002472178526455295
21,0.6416799999999999,0.008510881923226934,0.37201,0.006110364600869204,0.18243,0.0024535914719266364
22,0.63731,0.006524219834159814,0.37156,0.00799335835414488,0.17997000000000002,0.002572525780024159
23,0.6348900000000001,0.006726143025538494,0.37013,0.008715509802135013,0.17760000000000004,0.002207562758639792
24,0.63628,0.009642590707665427,0.36872,0.006324168807923381,0.17534999999999995,0.0024976655767602936
25,0.63469,0.01039726994081728,0.36638000000000004,0.004941839513559461,0.1735,0.002078995483935024
26,0.6289399999999999,0.00854428984110961,0.36377999999999994,0.007514844568511642,0.17113,0.0022818364923407096
27,0.6312800000000001,0.008161671942003595,0.36500000000000005,0.0051792320323040516,0.16957000000000003,0.001920676963989526
28,0.62673,0.009746800044687053,0.36522999999999994,0.005719955322280843,0.16721000000000003,0.002346841849521747
29,0.6251400000000001,0.004736430911327377,0.36387,0.005400216045060922,0.16599999999999998,0.002276937514391738
30,0.6249100000000001,0.007283993105128222,0.36462,0.004770231767022544,0.16403,0.001956215166534035
31,0.62588,0.0063290862952983355,0.36356000000000005,0.00632423908466465,0.16243000000000002,0.00204507538573358
32,0.62546,0.007428653235202796,0.36166,0.005918746113456433,0.16093000000000002,0.0019143028902333008
33,0.62556,0.00832762471136477,0.36021000000000003,0.006617392907247447,0.15975999999999999,0.002016707988557369
34,0.62534,0.007933361344488365,0.36068999999999996,0.008024331055539072,0.15824000000000002,0.0020796367204126997
35,0.6256700000000002,0.006462206365562091,0.36138,0.007824576665865059,0.15667,0.0019287589561972518
36,0.6184499999999999,0.007969281300371112,0.35983,0.005673730890888498,0.15579,0.0020808385062010227
37,0.62091,0.0066004124450252735,0.35988,0.007024844798601924,0.15461000000000003,0.0018597789593867847
38,0.62259,0.010562559664525767,0.35951,0.008892125105332748,0.15341000000000002,0.001964942747257536
39,0.6198300000000001,0.009515023208940016,0.35855000000000004,0.00772114700747958,0.15211,0.0016756093419012382
40,0.61623,0.006507098687843401,0.35840000000000005,0.005974389787529216,0.15114,0.0017802621529800962
41,0.61654,0.00661331989245948,0.35835999999999996,0.006471853589883565,0.14986000000000002,0.0016774318995946662
42,0.6125200000000002,0.005880249427816209,0.35589000000000004,0.006072972912832696,0.14919999999999997,0.0019556186858496845
43,0.61419,0.00814063197109961,0.35670999999999997,0.008335926263269514,0.14803,0.0017732894731418145
44,0.6112400000000001,0.00904104222114046,0.35591999999999996,0.0051699559422150165,0.14732,0.001980908882306302
45,0.6114499999999998,0.009159845947273244,0.35495999999999994,0.007340481364778929,0.14645999999999998,0.0017633301827319064
46,0.6118699999999999,0.013325251717447341,0.35371,0.009423899876849747,0.14539,0.0020962665224950137
47,0.6155900000000001,0.008168564405355726,0.357,0.004660233661285432,0.14453,0.0016330271821919525
48,0.61103,0.006596977422358734,0.3545,0.007472319288919306,0.14374,0.002017258866217553
49,0.60635,0.01027199537036931,0.35333,0.007681731575628006,0.14296000000000003,0.0015826840774105508
50,0.61113,0.010122367970654546,0.35428999999999994,0.00930250265012355,0.14218999999999998,0.0018453846331983094
