epoch,HR_mean,HR_std,NDCG_mean,NDCG_std,Loss_mean,Loss_std
0,0.10328999999999999,0.013032391270301175,0.047920000000000004,0.00680176447695743,,
1,0.40296000000000004,0.010359772627277523,0.22237999999999997,0.005748197785199962,0.3732,0.0010530379332620923
2,0.5248100000000001,0.013612530991700246,0.29706,0.005475034246468233,0.33491,0.004601074753673177
3,0.5646000000000001,0.013570556362949904,0.31882,0.010462716876817626,0.30525,0.004994052017706235
4,0.5890799999999998,0.011389059077319179,0.33361,0.006417588678346759,0.2887,0.004959166596650425
5,0.5986199999999999,0.013790318665240822,0.34119,0.007763654637690512,0.27802999999999994,0.0027592470792671647
6,0.6078400000000002,0.009410301683675064,0.34815000000000007,0.009226080183672568,0.2699,0.0024819347291981657
7,0.6193,0.009254908607508421,0.35185,0.007476667409719089,0.26261999999999996,0.0024796057034223184
8,0.6221499999999999,0.011575956883894201,0.35681,0.009225742969177792,0.25578,0.002408226641235312
9,0.62471,0.009081415699719502,0.35938000000000003,0.006521213247718718,0.24965,0.0021578023799947834
10,0.63393,0.005535752483227111,0.36385,0.005730280194816935,0.24452000000000002,0.0018048083924154777
11,0.6332899999999999,0.007217640426990898,0.36307000000000006,0.006793141966555504,0.23914,0.001959705193248317
12,0.6340399999999999,0.00790473838206483,0.36761,0.008212246951961448,0.23498999999999998,0.0019444793647657962
13,0.6401899999999999,0.006944614220146917,0.36883000000000005,0.006422019412407086,0.23085,0.0016628289148315914
14,0.63997,0.010661462272023373,0.37005999999999994,0.00818619434033774,0.22698000000000002,0.001910090166574456
15,0.6386000000000001,0.010179172636101429,0.36812,0.00975121644833209,0.22359999999999997,0.002070963275601212
16,0.63871,0.008449122242379167,0.36744000000000004,0.006283700254538645,0.2202,0.0017191729277636848
17,0.6384000000000001,0.005832285620196923,0.3681,0.004583545449637083,0.21696,0.001883377580601166
18,0.6382700000000001,0.007388587295432241,0.36711,0.006512458146591905,0.21408,0.001878415407848976
19,0.6388100000000001,0.007038852494863368,0.36658999999999997,0.008666467946439691,0.21105999999999997,0.0021014280858501957
20,0.6402,0.008659612513784254,0.36848000000000003,0.006970541187342953,0.20857,0.0018684812608699742
21,0.63457,0.01008938385961533,0.36638,0.006518656985061328,0.20631000000000005,0.0019450506991392882
22,0.6368,0.006550826919811968,0.36749,0.006520301629014827,0.20378,0.00204276501068745
23,0.6366900000000001,0.008714413348011485,0.36736,0.00608736396151898,0.20170000000000005,0.0019675139417831646
24,0.63468,0.005766339104376916,0.36692,0.004349150619501595,0.19984,0.0020095328368111435
25,0.6366000000000002,0.007008566187174088,0.36706000000000005,0.006870581408359042,0.19762,0.0018377522502593514
26,0.6339500000000001,0.006840281020867801,0.36542,0.00609404080502694,0.19576,0.001978888576954249
27,0.63319,0.012982077388974906,0.36616000000000004,0.00548881691360818,0.19384000000000004,0.001743049690118512
28,0.6302099999999999,0.008761715965874866,0.3643199999999999,0.005430735575305511,0.19227999999999998,0.0020164875953554012
29,0.6313799999999999,0.010195293031590655,0.36184,0.009097765293374702,0.19061,0.0017897547938816114
30,0.6300100000000001,0.014171603061521787,0.36350000000000005,0.00870657478256773,0.18924999999999997,0.0019120959994495888
31,0.6270399999999999,0.012924584669879648,0.36278,0.006895054588455241,0.18773,0.0020336338575728525
32,0.6343500000000001,0.009121799286446856,0.36574,0.004905371205797446,0.18596000000000001,0.001760176758800728
33,0.6289499999999999,0.0085856792910572,0.36062,0.008265295585223252,0.18505,0.001965960325133752
34,0.62746,0.009719533596491811,0.36108999999999997,0.007025580244917698,0.18348,0.0019176374353180826
35,0.63264,0.008929626096439979,0.3631,0.0055533773507659215,0.18227,0.0019235672879083542
36,0.6270300000000001,0.007558225835325228,0.36157999999999996,0.008531223697558153,0.18092,0.0018011107683871014
37,0.62344,0.00881138152870732,0.35927999999999993,0.005393988423338626,0.17983000000000002,0.001883878977004638
38,0.62873,0.00612101117281921,0.36055000000000004,0.0063238964781744235,0.17887,0.0015033665923889238
39,0.62819,0.005875457429000713,0.35988,0.003965349921507564,0.17759000000000003,0.0017168770097670475
40,0.6270500000000001,0.006130298162043627,0.35823,0.007057864014306613,0.17676999999999998,0.0017346469381404413
41,0.6249300000000001,0.00660421582526394,0.35972,0.006194944175158762,0.17589,0.0017470292244582252
42,0.6258600000000001,0.004285168219179591,0.36025,0.005430623045900593,0.17479,0.0018681244307831519
43,0.62789,0.009081660396400858,0.35898,0.006953464364377422,0.17395999999999998,0.00148787693636866
44,0.6264099999999999,0.012262721285804933,0.36056000000000005,0.007897425740919214,0.17310999999999999,0.0016380544014843322
45,0.62354,0.010842836857165673,0.35925,0.008888975694020595,0.17221000000000003,0.0018027448207910371
46,0.6228899999999999,0.006449194609492821,0.35675999999999997,0.0075413231965985655,0.17145000000000002,0.0017462658573208381
47,0.62564,0.007236358814271737,0.36054,0.008669384189331003,0.1704,0.0016505891204186723
48,0.6250199999999999,0.009226748554549944,0.35802999999999996,0.008138666284403661,0.16995,0.0015247950681976908
49,0.62386,0.009673124279845319,0.35964999999999997,0.009479715185594973,0.16890999999999998,0.0017323394586512156
50,0.62694,0.005443487444236052,0.36005000000000004,0.006257306839918349,0.16823000000000002,0.0019362334569984125
